batch_id,tensile_strength_MPa,machine_temperature_C,cycle_time_sec,inter_failure_hours,defects_per_batch,surface_defects_per_m2,pass_fail,items_passed_per_lot50,sensor_voltage_V,raw_material_purity_pct,load_stress_MPa,humidity_pct
967,507.82,187.47,6.1,51.04,2,2,1,48,3.4538,99.002,285.88,50.19
968,552.42,181.01,90.65,433.63,4,2,1,47,3.5592,98.884,326.19,50.89
969,519.28,172.26,40.52,467.86,1,0,1,47,3.5147,99.119,262.49,54.21
970,494.25,186.89,6.12,37.48,3,2,1,47,3.6314,98.549,330.94,47.23
971,522.31,171.61,25.1,5.02,1,3,1,49,3.2242,98.254,308.33,51.18
972,507.74,184.52,7.89,146.52,0,1,1,49,3.5381,97.935,321.48,48.12
973,535.13,175.42,54.23,71.96,2,1,1,48,3.273,97.559,323.63,42.93
974,508.25,198.91,64.01,12.74,1,2,1,48,3.3891,98.394,312.58,37.43
975,511.97,191.38,5.03,147.52,1,3,1,46,3.597,99.224,301.42,43.84
976,485.99,185.74,31.75,3.8,3,2,1,48,3.2944,98.485,334.33,39.27
977,511.86,193.85,75.84,245.01,1,2,1,49,3.3853,99.299,272.26,50.27
978,476.37,179.08,123.81,17.91,3,3,1,49,3.6218,97.892,338.64,50.56
979,491.49,188.8,32.42,16.34,1,1,1,49,3.5905,98.738,285.29,39.92
980,533.69,186.4,135.06,23.18,4,4,1,47,3.2546,98.622,302.84,50.56
981,534.14,186.85,34.52,387.07,3,2,1,48,3.5464,98.676,341.49,39.1
982,527.66,193.91,22.55,141.78,5,2,1,47,3.2884,98.613,359.05,52.22
983,502.59,190.13,84.83,193.96,5,1,1,48,3.3514,97.554,314.0,44.19
984,519.14,187.02,30.56,60.83,1,1,1,46,3.4755,97.359,280.2,47.29
985,519.94,173.42,28.73,49.19,3,2,1,44,3.2656,99.447,328.79,52.25
986,499.15,178.28,30.33,32.06,2,3,1,47,3.7962,97.113,309.14,47.98
987,547.06,184.14,84.42,78.62,2,1,1,46,3.2992,98.169,286.64,44.33
988,535.79,185.65,80.25,96.31,5,3,1,48,3.6688,98.063,314.82,49.37
989,516.02,177.09,23.25,119.89,5,2,1,45,3.6979,97.9,281.19,40.16
990,520.48,201.88,18.24,35.67,2,4,1,46,3.7967,98.955,314.29,35.36
991,523.75,195.61,30.47,356.3,0,4,1,43,3.4572,98.863,289.75,50.73
992,483.25,189.21,38.27,22.32,4,2,1,47,3.7245,99.263,266.7,38.44
993,515.55,185.5,12.25,404.55,3,3,1,46,3.7745,97.989,273.44,49.61
994,507.72,183.51,71.08,1.8,5,2,1,47,3.3037,98.41,296.63,45.71
995,501.97,178.34,29.99,78.73,0,1,1,49,3.4877,99.231,321.04,44.93
996,514.94,185.54,18.29,48.66,1,1,1,48,3.236,99.485,337.59,40.27
997,552.36,186.8,5.08,71.55,2,0,1,46,3.5724,99.423,341.41,42.75
998,531.54,176.31,12.28,101.46,1,1,1,50,3.5488,98.795,276.74,45.07
999,509.72,187.34,134.17,68.64,4,2,1,47,3.3225,97.358,305.06,45.99
1000,530.31,183.91,16.38,64.31,1,3,1,48,3.6787,97.058,296.57,40.48
1001,545.19,171.65,8.32,158.34,4,2,1,48,3.2224,99.063,307.66,48.72
1002,536.64,178.98,27.78,138.96,0,0,1,46,3.6837,99.102,341.03,49.04
1003,521.07,182.1,16.51,214.97,0,2,1,46,3.216,98.866,313.55,47.42
1004,508.36,198.21,1.61,34.52,3,2,1,47,3.5941,97.7,329.09,42.81
1005,532.57,188.9,17.56,112.85,4,1,1,49,3.2473,98.6,358.65,49.3
1006,527.08,175.65,35.35,105.59,4,1,1,48,3.3507,97.791,275.57,48.11
1007,536.11,188.4,36.1,55.39,3,1,1,48,3.6331,98.127,299.55,35.23
1008,531.43,174.17,19.84,79.88,1,3,1,48,3.3682,97.956,322.57,46.06
1009,538.89,192.58,26.68,45.19,2,1,1,49,3.5067,99.284,315.86,54.67
1010,510.37,181.7,151.53,18.36,1,2,1,47,3.7491,97.585,333.07,49.86
1011,543.71,184.34,21.32,28.87,3,1,1,48,3.2298,98.444,301.56,50.77
1012,523.56,194.28,13.44,13.38,3,0,1,47,3.6866,97.902,314.53,41.49
1013,557.35,175.99,12.56,137.89,3,4,1,48,3.2392,98.658,293.36,45.63
1014,507.59,175.22,27.54,129.71,0,0,1,48,3.2761,98.411,333.4,44.08
1015,551.25,180.91,64.13,360.95,1,3,1,50,3.2716,99.31,310.93,44.99
1016,523.56,192.27,10.38,156.98,0,0,1,43,3.7965,97.254,340.88,42.43
1017,508.27,174.36,55.6,6.41,2,1,1,48,3.3081,97.552,341.04,38.82
1018,511.29,165.17,0.96,258.75,4,1,1,50,3.7381,98.916,281.8,45.32
1019,514.23,181.84,24.43,238.25,2,0,1,47,3.7946,97.922,344.43,41.1
1020,527.63,188.86,67.3,70.29,3,0,1,46,3.4303,97.414,330.48,47.93
1021,529.41,193.4,18.61,105.79,4,4,1,46,3.5786,98.258,306.56,44.85
1022,509.67,181.76,37.33,447.96,2,1,1,47,3.6675,98.63,328.51,35.36
1023,519.56,182.12,10.32,91.19,3,0,1,49,3.4356,97.112,298.83,51.91
1024,558.56,193.08,60.97,282.87,3,0,1,47,3.2971,97.729,339.94,47.18
1025,551.1,171.91,2.42,10.4,3,3,1,46,3.4603,99.024,312.18,42.71
1026,527.85,182.28,86.14,25.44,1,1,1,47,3.6631,98.301,329.53,43.32
1027,520.68,186.33,9.94,69.74,2,3,1,46,3.6685,97.088,296.12,38.86
1028,522.16,188.14,93.36,105.47,1,2,0,49,3.3383,97.705,316.2,44.69
1029,531.04,181.43,19.56,203.29,0,2,1,49,3.305,98.598,329.49,48.41
1030,501.59,185.24,57.72,533.39,2,1,1,46,3.7523,97.498,316.77,53.72
1031,515.37,167.58,17.3,59.09,1,1,1,47,3.2264,99.068,322.35,44.56
1032,489.97,180.39,106.36,5.83,7,0,1,50,3.6408,98.691,293.29,45.24
1033,527.19,188.17,6.09,193.84,1,0,1,48,3.2279,98.178,316.7,50.96
1034,531.65,178.12,8.85,111.28,2,5,1,46,3.7027,99.289,293.4,39.21
1035,511.3,185.41,30.57,26.56,2,0,1,50,3.7432,97.98,309.6,45.73
1036,548.33,188.13,3.85,81.94,5,5,1,50,3.3785,97.588,299.16,41.22
1037,497.94,182.6,9.82,162.72,2,1,1,48,3.2444,98.654,305.5,45.66
1038,493.64,186.19,129.52,176.58,2,1,1,45,3.4884,98.433,271.46,49.68
1039,524.04,178.26,168.76,83.09,0,0,1,45,3.3791,97.838,310.58,36.74
1040,538.85,183.55,21.24,43.7,1,1,1,48,3.4503,97.859,307.63,50.56
1041,550.31,189.27,115.55,436.78,0,1,1,47,3.599,97.996,276.66,46.8
1042,511.74,186.1,35.42,130.65,4,3,1,48,3.3259,97.728,317.51,45.7
1043,539.42,180.89,14.15,62.96,1,0,1,49,3.4142,98.776,328.17,51.73
1044,519.31,186.57,54.54,39.5,4,3,1,46,3.6695,98.628,316.94,41.05
1045,516.89,190.0,48.4,157.61,3,3,1,49,3.5863,98.102,327.29,38.3
1046,535.91,170.65,203.46,33.28,2,3,1,48,3.3958,97.995,298.41,39.88
1047,531.74,193.11,13.86,22.61,2,1,1,47,3.5986,97.913,305.32,47.66
1048,491.62,182.65,50.17,90.56,3,1,1,49,3.6592,97.709,311.63,42.53
1049,546.58,187.98,2.4,41.1,3,2,1,48,3.5555,97.214,313.21,40.63
1050,544.84,193.38,5.43,118.96,2,0,1,47,3.3437,97.671,258.31,40.11
1051,508.74,175.4,0.18,15.06,3,2,1,47,3.2001,97.803,289.74,45.87
1052,527.12,180.03,338.63,127.68,3,2,1,49,3.6817,98.369,332.05,44.86
1053,528.89,182.98,72.94,39.97,5,1,1,48,3.6936,98.934,292.79,37.91
1054,524.69,179.51,69.53,0.03,0,0,1,47,3.6186,97.989,304.57,38.07
1055,510.09,197.14,32.08,16.29,1,3,1,44,3.2459,99.362,308.85,42.37
1056,507.91,179.0,16.05,325.47,3,2,1,49,3.5511,99.068,280.51,49.59
1057,519.54,181.11,7.38,242.41,3,1,1,44,3.6926,99.462,344.76,42.87
1058,541.11,186.43,15.08,31.93,1,1,1,47,3.4338,99.191,309.31,37.62
1059,529.78,176.58,21.22,180.81,0,1,1,46,3.3188,98.542,291.16,44.57
1060,513.33,182.23,63.53,112.55,1,0,1,49,3.5526,98.496,324.27,45.19
1061,533.89,187.22,34.91,424.46,3,3,1,48,3.6958,97.324,303.47,37.57
1062,468.73,182.67,3.63,56.13,1,3,1,50,3.2293,98.806,311.29,38.91
1063,540.68,184.35,0.82,137.28,4,1,1,48,3.5582,98.501,340.99,48.72
1064,488.69,181.29,4.86,7.88,1,2,1,44,3.5859,98.267,298.09,38.85
1065,513.48,174.4,23.78,60.55,1,2,1,49,3.5614,98.733,335.14,48.93
1066,499.85,187.25,121.77,398.3,2,6,1,47,3.59,98.11,302.47,37.27
1067,496.7,197.28,45.65,92.92,3,1,0,50,3.5788,98.31,311.5,37.45
1068,540.89,185.13,72.84,40.74,3,1,1,47,3.2782,97.996,316.67,45.12
1069,511.58,186.58,28.26,15.38,1,3,1,49,3.341,98.793,302.42,41.23
1070,526.24,189.85,20.2,145.9,3,2,1,49,3.5714,99.192,287.63,42.33
1071,519.16,176.11,5.16,124.23,2,1,1,48,3.2106,99.102,319.97,45.76
1072,528.59,196.92,93.91,56.2,3,0,0,46,3.5808,98.965,334.67,42.18
1073,521.38,186.42,68.79,361.77,3,1,1,49,3.5992,97.034,323.79,40.26
1074,496.91,196.42,8.28,2.69,3,2,1,49,3.3435,99.28,323.15,47.45
1075,537.93,179.87,32.31,43.44,3,2,1,50,3.5589,97.687,299.93,45.9
1076,511.11,197.73,30.07,304.7,5,1,1,44,3.5205,99.22,325.14,45.22
1077,491.98,190.43,44.15,46.44,5,3,1,47,3.3564,97.492,317.88,44.91
1078,512.29,188.87,131.5,34.88,4,1,1,47,3.4778,98.099,328.98,40.99
1079,547.01,186.64,39.01,91.69,1,2,1,47,3.7458,98.873,312.17,39.95
1080,535.3,183.26,34.97,208.34,4,3,1,49,3.456,98.601,323.13,43.28
1081,513.72,193.4,2.32,13.06,2,6,1,47,3.5779,98.04,299.37,41.07
1082,513.71,185.98,2.92,343.81,1,4,1,49,3.2212,98.697,325.3,44.94
1083,514.21,171.23,9.34,190.21,2,2,1,48,3.2467,98.372,282.29,43.04
1084,557.38,177.18,1.49,24.0,2,2,1,47,3.2488,97.689,302.64,45.09
1085,526.87,183.7,61.2,149.38,7,0,1,47,3.6669,98.616,294.66,44.54
1086,527.74,187.17,57.82,58.33,4,2,1,49,3.4102,97.511,387.13,53.83
1087,538.55,184.6,6.58,61.76,2,4,1,50,3.3366,98.735,324.35,38.07
1088,524.3,193.53,81.38,183.5,3,1,1,46,3.6484,97.008,286.16,44.06
1089,515.34,171.34,7.57,394.92,3,2,1,47,3.302,98.372,279.91,39.46
1090,516.47,186.01,16.13,16.25,5,1,1,49,3.3479,98.003,271.59,42.58
1091,518.71,172.27,12.88,65.5,4,3,0,49,3.4586,97.758,284.93,40.91
1092,519.33,190.32,20.96,78.69,1,2,1,46,3.3989,98.289,291.33,48.19
1093,533.1,184.34,13.23,56.65,2,2,1,46,3.5512,98.613,288.54,37.63
1094,520.94,187.94,30.21,54.15,2,2,1,43,3.4027,99.413,299.72,48.9
1095,533.19,178.95,23.55,6.44,3,2,1,49,3.4358,99.083,328.36,47.65
1096,518.55,193.96,193.96,138.83,3,2,1,48,3.7177,98.793,305.62,55.28
1097,521.42,192.29,2.59,68.77,6,2,1,49,3.7307,98.197,325.68,54.02
1098,484.03,189.08,6.9,26.0,0,3,1,47,3.6966,97.98,286.57,41.01
1099,536.49,184.09,2.44,203.16,2,5,1,49,3.7189,97.081,301.58,51.18
1100,526.24,189.06,44.24,194.68,2,4,1,49,3.5418,97.898,289.36,43.38
1101,537.96,180.05,2.52,79.96,2,1,1,50,3.5877,99.121,319.74,46.52
1102,467.87,190.99,81.48,42.54,5,2,1,47,3.5343,97.96,306.01,53.6
1103,557.59,196.55,32.28,121.96,0,0,1,48,3.6714,98.154,349.01,41.21
1104,517.49,192.49,33.69,40.79,2,0,0,47,3.5306,97.68,295.25,45.28
1105,539.95,179.89,37.11,32.3,1,2,1,46,3.2666,97.685,287.13,35.26
1106,501.28,187.53,8.43,157.35,4,0,1,47,3.6857,97.155,316.53,49.44
1107,531.03,175.95,9.91,4.94,1,2,1,48,3.6564,98.535,306.12,55.51
1108,501.04,189.01,17.28,11.95,2,5,1,44,3.6922,98.12,321.06,47.87
1109,508.77,188.15,40.51,0.82,1,1,1,48,3.3143,98.515,308.64,51.84
1110,554.45,171.91,10.61,19.92,4,3,1,49,3.363,98.367,306.9,50.71
1111,516.57,176.87,5.57,8.58,1,2,1,43,3.3775,98.997,295.3,41.47
1112,523.91,183.02,157.97,656.79,2,4,1,50,3.5048,98.878,304.07,46.62
1113,535.66,182.89,1.0,40.9,4,2,1,47,3.2803,98.929,276.35,47.47
1114,528.92,176.53,73.04,19.4,3,5,1,48,3.4312,98.248,336.35,39.17
1115,522.71,187.72,69.81,33.09,6,2,1,48,3.3093,97.885,337.93,52.22
1116,526.57,186.76,15.87,330.1,4,4,1,47,3.3589,99.334,330.63,42.48
1117,563.26,183.64,6.56,88.12,0,2,1,49,3.6238,97.136,299.93,43.92
1118,518.96,179.71,7.08,54.46,1,0,1,47,3.7129,97.382,296.18,43.68
1119,523.62,192.34,53.8,248.0,1,4,1,47,3.2137,98.049,320.98,45.19
1120,538.91,196.59,46.33,60.3,2,1,1,49,3.5395,98.535,289.06,59.65
1121,539.9,181.62,68.7,48.96,0,1,1,48,3.2216,97.021,335.01,41.97
1122,541.37,180.71,124.75,27.87,5,6,1,49,3.2511,98.798,257.62,37.27
1123,531.5,188.44,52.98,56.94,5,2,1,46,3.6231,98.397,300.06,45.82
1124,499.43,182.49,7.62,45.7,6,1,1,47,3.6414,98.212,286.58,40.68
1125,549.4,184.02,12.55,135.73,0,1,1,46,3.6884,98.059,337.43,42.96
1126,499.37,190.18,83.09,41.03,2,5,1,49,3.4845,98.299,333.62,48.1
1127,525.45,171.63,10.57,103.3,3,3,1,50,3.7159,97.404,322.42,39.56
1128,506.42,194.23,3.39,8.18,2,3,1,49,3.3001,97.272,352.14,43.18
1129,518.85,185.51,54.67,25.48,5,1,1,49,3.3498,97.724,310.22,46.46
1130,525.92,182.12,23.18,62.79,3,3,1,48,3.2807,98.774,323.89,41.11
1131,525.78,184.38,113.68,331.66,5,0,1,44,3.6785,98.471,274.85,44.8
1132,527.59,184.74,47.27,56.83,2,0,1,48,3.3372,98.2,302.96,46.46
1133,549.05,172.88,4.26,130.9,1,5,1,45,3.2933,98.429,312.42,44.42
1134,528.16,195.46,132.92,35.34,4,0,1,50,3.5739,98.398,289.83,45.78
1135,515.61,185.29,13.46,16.3,1,0,1,45,3.2462,97.768,315.62,46.78
1136,537.35,188.1,18.51,7.24,3,3,1,49,3.2269,97.244,266.69,41.63
1137,541.41,191.66,23.16,43.73,0,2,1,45,3.264,99.242,321.0,37.66
1138,497.9,177.85,2.37,20.59,2,2,1,50,3.2001,98.5,300.44,39.82
1139,530.75,188.31,30.88,22.94,1,3,1,45,3.6182,98.744,292.68,39.01
1140,532.62,183.13,5.92,171.63,6,3,1,49,3.5373,98.16,326.35,51.16
1141,514.64,190.93,23.06,1.92,2,2,1,48,3.3259,98.891,342.2,36.32
1142,544.76,170.11,19.43,97.92,3,5,1,48,3.3398,98.461,329.62,48.14
1143,517.3,184.31,66.69,57.26,3,3,1,48,3.6866,97.135,292.15,41.58
1144,522.26,180.78,73.14,84.76,0,0,1,47,3.5011,99.225,324.7,50.18
1145,516.88,188.03,7.49,99.29,0,5,1,44,3.6191,97.764,304.37,42.89
1146,520.28,188.29,20.55,45.11,1,2,1,47,3.4717,97.345,334.85,45.15
1147,500.27,180.05,21.03,41.97,0,3,1,47,3.3426,97.22,314.86,47.59
1148,494.08,180.01,7.39,158.64,2,0,1,49,3.7822,98.801,277.56,51.27
1149,548.7,184.23,72.08,246.01,2,1,0,47,3.5394,98.76,304.67,42.15
1150,504.75,178.72,55.28,25.67,5,2,1,48,3.2786,98.75,291.84,41.92
1151,502.15,190.89,9.5,12.33,1,2,1,46,3.4437,99.289,292.9,47.56
1152,481.24,182.42,20.56,273.69,3,1,1,48,3.3976,97.872,302.85,37.06
1153,508.5,164.65,5.03,51.67,1,2,1,47,3.3285,98.403,316.03,36.41
1154,496.18,182.38,44.52,96.17,5,3,1,49,3.7601,98.549,329.98,46.83
1155,549.56,177.73,5.82,53.47,0,2,1,49,3.7286,99.449,298.44,48.35
1156,538.18,173.58,191.88,16.13,2,1,1,48,3.3195,97.781,336.68,46.67
1157,507.61,176.34,68.28,106.8,1,2,1,48,3.4113,99.391,272.55,44.51
1158,560.54,185.77,22.26,89.37,2,1,1,49,3.6574,97.372,291.57,42.31
1159,537.67,194.3,38.88,27.23,2,2,1,50,3.3251,98.91,355.06,52.94
1160,514.15,187.19,109.03,72.15,1,0,1,46,3.5549,98.582,284.86,53.59
1161,475.01,180.75,36.34,191.31,1,4,1,50,3.6199,99.042,337.53,45.54
1162,561.24,188.19,8.63,107.12,4,1,1,46,3.5924,97.072,309.43,41.58
1163,494.99,181.79,21.42,12.23,4,3,0,49,3.6238,97.195,308.44,39.95
1164,490.38,180.14,83.36,95.29,2,1,1,50,3.624,97.174,330.58,47.16
1165,538.41,176.92,46.5,145.58,0,2,1,47,3.7789,98.482,327.49,38.86
1166,563.92,172.74,47.34,188.83,1,1,1,48,3.4079,98.507,339.34,38.97
1167,544.92,182.27,90.72,119.02,6,0,1,48,3.7272,99.265,304.56,42.58
1168,530.15,186.11,100.98,19.88,1,0,1,47,3.2131,98.169,313.15,47.54
1169,530.71,184.32,113.54,148.62,5,1,1,48,3.3729,97.17,304.5,52.34
1170,535.36,182.09,4.48,135.74,1,3,1,47,3.2292,97.524,285.54,46.25
1171,533.66,178.38,35.35,2.97,5,3,1,48,3.5907,97.02,313.75,47.48
1172,525.06,189.26,60.71,63.67,3,1,1,48,3.2605,98.942,306.37,49.91
1173,521.88,175.78,63.65,48.59,1,0,1,46,3.7074,99.039,268.83,49.45
1174,518.87,190.43,42.0,132.83,1,1,1,47,3.588,99.495,334.41,42.24
1175,506.43,177.98,8.21,29.22,3,1,1,48,3.2173,98.03,313.26,49.36
1176,514.95,179.73,71.85,107.25,5,0,1,46,3.6289,97.048,294.59,50.16
1177,489.53,174.73,57.3,293.31,2,0,1,45,3.7172,97.587,317.31,46.55
1178,518.23,181.49,4.05,191.82,1,0,1,48,3.5967,98.469,298.47,45.68
1179,502.21,191.83,28.05,305.29,0,2,1,49,3.2183,99.405,314.43,48.0
1180,500.14,188.61,8.6,460.8,2,0,1,45,3.7148,97.259,340.52,47.48
1181,523.24,191.85,18.53,1.29,6,2,1,49,3.6395,97.304,318.77,35.68
1182,545.06,188.65,0.82,116.98,1,2,1,50,3.4271,98.754,299.28,47.14
1183,536.53,177.27,23.01,63.89,4,1,1,48,3.3972,98.668,287.32,50.9
1184,491.73,182.68,35.92,235.81,4,4,1,47,3.4879,97.626,294.28,49.94
1185,502.19,179.54,43.49,34.81,1,3,1,45,3.7203,99.033,327.86,46.89
1186,536.93,194.31,49.01,475.78,1,1,1,47,3.3512,97.322,308.76,45.74
1187,502.32,176.62,81.44,114.14,1,2,1,45,3.2606,99.314,322.31,43.02
1188,515.96,191.26,10.92,189.32,2,1,1,49,3.7188,97.503,303.85,44.43
1189,529.9,191.25,5.78,10.74,4,5,1,50,3.2158,97.203,289.47,48.64
1190,502.57,197.81,85.83,24.32,4,5,1,47,3.7466,97.849,323.18,46.92
1191,521.9,182.13,7.66,170.46,2,1,1,44,3.3834,97.47,292.2,49.52
1192,495.99,189.99,165.57,2.67,3,3,1,48,3.5049,98.317,301.03,42.4
1193,509.18,200.97,83.19,203.71,2,3,1,50,3.2794,98.717,283.07,50.42
1194,525.76,180.68,31.27,1.69,2,3,1,49,3.7414,98.227,289.43,41.91
1195,491.33,174.25,179.36,128.44,4,2,1,49,3.6499,98.652,329.71,46.01
1196,527.93,171.84,4.61,54.51,1,3,1,48,3.7545,97.912,333.05,42.19
1197,519.65,189.99,16.25,113.45,1,2,1,50,3.6099,97.07,334.01,44.51
1198,529.94,171.82,45.75,142.9,1,0,0,45,3.3108,99.435,334.09,55.17
1199,524.03,182.39,19.39,50.31,3,2,1,48,3.385,99.049,302.21,47.55
1200,544.55,188.06,118.63,13.71,2,4,1,47,3.4921,97.184,324.64,46.13
1201,522.25,186.3,3.05,8.66,6,0,1,50,3.5644,98.123,333.16,52.06
1202,512.27,187.98,35.87,106.68,2,4,1,50,3.7559,98.588,290.8,32.18
1203,522.2,186.56,40.22,88.24,2,0,1,47,3.4304,97.476,314.26,44.21
1204,529.78,193.95,47.59,162.67,3,2,1,46,3.6218,98.445,307.19,42.5
1205,520.88,178.33,13.29,85.54,3,0,1,48,3.7766,98.334,268.83,40.71
1206,520.73,180.26,20.41,65.87,1,0,1,46,3.2914,97.521,317.16,37.36
1207,507.36,179.59,83.51,60.92,2,1,1,46,3.7176,97.353,294.28,43.9
1208,508.07,190.81,9.76,3.22,2,3,1,50,3.4524,98.897,333.13,48.47
1209,494.75,191.3,78.92,49.06,5,4,1,49,3.6395,97.806,293.23,44.27
1210,551.49,188.16,37.22,447.67,3,1,1,47,3.3761,97.61,317.24,48.99
1211,497.61,193.28,64.63,248.15,3,1,1,48,3.4004,98.845,312.47,45.36
1212,507.53,176.75,56.27,47.95,2,1,1,48,3.2163,98.84,272.09,50.83
1213,507.07,196.67,10.47,106.35,4,3,1,48,3.7828,97.691,302.95,42.49
1214,536.11,195.66,37.85,225.51,0,0,1,48,3.6881,99.181,317.86,35.64
1215,514.69,190.15,91.03,69.85,1,6,1,45,3.2564,98.721,332.52,37.1
1216,542.46,197.47,25.46,2.17,3,0,1,49,3.7997,97.864,310.41,42.51
1217,507.88,173.4,152.95,9.29,2,0,1,48,3.563,98.069,329.93,40.6
1218,525.02,181.33,27.08,85.7,2,1,1,48,3.7122,98.817,321.82,42.05
1219,504.96,179.85,6.93,418.57,4,4,1,47,3.24,97.529,322.56,50.69
1220,558.61,190.05,22.2,141.79,0,0,1,47,3.4337,98.172,323.54,37.49
1221,498.62,177.65,136.37,8.83,6,3,1,45,3.6018,98.634,303.96,52.54
1222,525.58,190.3,17.34,25.19,1,3,1,46,3.2639,98.349,288.24,40.97
1223,531.41,194.59,91.16,177.05,3,0,1,47,3.4933,98.521,344.53,38.78
1224,527.45,189.87,95.88,220.99,2,0,1,49,3.4656,98.366,326.9,44.31
1225,516.66,186.99,19.4,115.38,1,0,1,48,3.3296,97.498,308.49,52.5
1226,517.66,178.08,3.91,124.08,1,2,1,47,3.3802,98.026,323.58,41.44
1227,520.79,179.07,58.02,3.45,1,2,1,46,3.7803,98.33,318.74,42.0
1228,517.35,193.75,16.8,211.6,2,3,0,45,3.3732,98.95,291.21,42.33
1229,537.35,190.46,68.74,186.3,0,1,1,47,3.3281,98.635,302.57,50.75
1230,559.79,184.73,26.31,35.98,0,1,1,48,3.5217,98.066,339.18,42.77
1231,509.97,182.07,29.88,148.0,4,3,1,50,3.6026,99.436,309.88,47.23
1232,495.34,170.82,67.71,29.03,3,0,1,50,3.6351,97.269,318.26,45.6
1233,518.41,177.5,21.68,4.94,2,3,1,49,3.6525,97.517,337.71,44.45
1234,566.43,198.38,26.34,26.95,0,1,1,50,3.2221,97.853,309.82,42.51
1235,505.53,176.04,21.24,23.61,2,1,1,48,3.4363,97.571,289.51,54.84
1236,549.5,186.33,20.6,49.45,0,2,1,48,3.6644,98.564,312.49,58.96
1237,550.2,192.05,33.59,65.05,6,3,1,47,3.7429,97.099,297.72,40.58
1238,510.04,176.22,74.45,85.24,4,2,1,48,3.5613,97.444,279.39,39.64
1239,530.24,186.29,20.21,77.72,1,1,1,47,3.2314,97.733,327.67,45.2
1240,549.31,191.57,33.43,37.88,3,2,1,48,3.438,98.708,304.36,33.63
1241,513.18,185.09,49.99,3.55,5,4,1,49,3.2445,99.19,244.32,45.24
1242,516.34,205.08,14.13,111.5,5,1,1,45,3.6491,98.996,315.58,55.04
1243,509.53,173.32,14.63,60.45,3,0,1,49,3.2381,97.455,315.85,42.01
1244,501.73,192.41,121.92,42.57,3,2,1,45,3.3114,98.414,352.92,50.4
1245,508.31,183.79,57.86,242.04,1,1,1,48,3.4502,97.075,309.91,52.35
1246,497.97,190.4,38.74,164.8,2,1,1,48,3.4776,97.776,333.49,40.69
1247,520.61,188.09,46.95,234.03,2,4,1,49,3.4439,99.015,324.22,45.89
1248,506.14,179.87,1.34,81.98,5,2,1,50,3.478,98.142,297.03,46.77
1249,524.21,186.6,43.32,16.84,1,0,1,48,3.6279,97.375,317.66,48.64
1250,491.99,171.99,32.06,142.97,2,3,1,47,3.4216,98.096,306.38,49.01
1251,525.96,189.22,35.51,27.69,1,1,1,49,3.5287,97.495,294.87,50.61
1252,535.0,187.09,20.04,69.84,1,2,1,47,3.382,97.983,298.64,41.09
1253,484.11,189.47,3.82,8.07,3,2,1,49,3.4122,98.22,295.65,45.87
1254,526.73,192.41,9.67,209.37,1,0,1,48,3.5683,97.874,309.79,52.41
1255,542.1,187.57,135.48,16.15,4,0,1,45,3.4943,99.342,309.9,52.95
1256,498.23,186.04,23.64,280.09,2,2,1,46,3.6338,98.406,297.9,46.13
1257,550.11,178.83,28.29,239.62,3,2,1,48,3.5363,99.107,305.42,42.34
1258,527.54,180.01,2.44,74.97,2,3,1,49,3.6821,98.902,268.73,50.18
1259,507.31,193.31,1.72,163.68,3,3,1,49,3.466,98.653,287.81,47.68
1260,519.0,195.05,56.83,115.93,0,1,1,45,3.4946,98.242,303.57,47.57
1261,530.05,183.33,34.76,194.99,2,2,1,49,3.602,97.005,346.78,48.88
1262,521.37,185.32,31.98,67.83,3,1,1,46,3.3327,98.534,323.93,40.25
1263,529.7,178.67,12.54,184.91,3,1,1,48,3.4316,97.89,288.5,49.24
1264,503.43,193.21,61.45,74.49,3,0,1,44,3.5749,97.294,345.53,45.77
1265,523.05,189.66,8.29,339.56,2,2,1,48,3.2173,98.112,309.96,50.71
1266,494.55,198.59,9.48,79.95,2,1,1,48,3.4622,98.839,285.04,45.1
1267,518.0,178.85,27.79,74.53,4,2,1,47,3.5593,99.404,308.26,47.92
1268,503.73,182.35,15.18,184.49,3,1,1,45,3.7804,97.935,331.67,47.29
1269,506.76,186.62,12.79,206.83,2,0,1,44,3.7262,98.357,285.06,42.27
1270,542.25,189.53,46.63,97.02,5,3,1,47,3.3684,99.128,287.2,40.49
1271,539.64,183.49,47.37,23.78,3,2,1,47,3.5043,97.835,349.74,49.03
1272,530.96,178.89,78.31,75.68,2,3,1,47,3.2338,97.356,316.52,40.72
1273,500.34,191.17,24.34,413.31,3,1,1,47,3.3445,97.705,299.62,43.32
1274,514.3,190.05,3.42,167.8,2,2,1,46,3.6649,99.248,307.66,43.17
1275,541.84,178.59,14.39,200.02,1,7,1,48,3.274,97.398,316.28,46.84
1276,522.55,194.49,176.05,4.01,1,0,1,47,3.3546,97.823,305.74,48.38
1277,561.75,193.19,40.81,75.7,3,3,1,48,3.7664,98.162,339.7,37.22
1278,527.08,185.94,55.66,124.83,2,2,1,47,3.6943,99.118,312.18,41.37
1279,523.46,185.56,0.33,212.66,3,4,1,46,3.6691,99.344,324.6,41.14
1280,514.44,188.88,32.86,6.06,4,1,1,48,3.7187,98.065,311.83,43.86
1281,522.4,178.97,1.72,229.62,3,0,1,49,3.6498,99.33,309.18,35.04
1282,517.26,185.21,37.9,95.4,1,4,1,48,3.2724,97.404,329.65,50.67
